,text,gpt-3.5-turbo,gpt-4,gpt-5
263,@NickfromtheUK @BhChillin76 @Theonew16516042 @redheadlass1402 They all do it but then they learn.  It's getting them to stay safe.  My daughter was really sensible & went mad when friends put themselves in dangerous situations. Can't say the same for my son.,"No, because the text describes a situation where individuals are learning and trying to stay safe, rather than imposing harm or significant costs on the author of the tweet or others.","Yes, because the text discusses individuals putting themselves in dangerous situations, indicating a risk to physical safety.","Yes, because it mentions people putting themselves in “dangerous situations” and the need to “stay safe,” implying a risk of harm to them."
264,"@mufaddal_vohra Shaheen, Naseem, Rauf, Shadab, Nawaz This is the most likely the attack that Pakistan will go ahead with against India. Barring Shaheen and Rauf, India needs to attack every other bowler from Pakistan specially spinners. Need to send Axar ahead of Hardik to attack in middle.","Yes, because the text describes a plan for a potential attack in a sports context, which could result in harm or other costs to the players or teams involved.","No, because the text describes a cricket match, which is a sport. There is no mention or suggestion of harm or significant costs to the author of the tweet or anyone else.","No, because the text discusses cricket strategy using “attack” in a sporting context (batting aggressively against certain bowlers), not a real-world threat or harm."
265,@rayyinday @_SenjiMuramasa @raaziiel @SVueeee we fighting to the DEATH OR WHAT HUH? smiling face with hornspouting face,"Yes, because the text describes a potential physical altercation or violent confrontation which could impose harm or other costs on the author of the tweet or others.","Yes, because the text implies a potential physical conflict which could lead to harm or other costs for the individuals involved.","Yes, because it references “fighting to the death,” which implies potential violence and harm to others."
266,"We call on the ENDF & EDF to immediately halt their joint military offensive and flag: Eritrea to withdraw  #EritreanTroopsOutOfTigray,"" @ICC @SecBlinken said in a statement. But Tigray demands beyond words [needs ACTION]. #TigrayUnderAttack  #StopWarOnTigray https--//t.co/rvsxJxBF3Q","Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because the text describes a military offensive which could impose harm or other costs on people involved or affected by it.","Yes, because it describes an ongoing military offensive and attacks (“Tigray under attack”), which imply violence and risk of harm to people."
267,what if i just fucking died what if,"Yes, because the text describes a potential harm or cost (death) to the author of the tweet.","Yes, because the text describes potential self-harm, which constitutes a significant hazard.","Yes, because the text expresses suicidal ideation, indicating a risk of self-harm to the author."
268,@Chaos_515 @smcroasters *laughs in 36*,"No, because the text does not describe any harm or significant cost to the author of the tweet or others.","No, because the text is a lighthearted joke and does not describe a hazard or potential harm to the author of the tweet or others.","No, because it’s a humorous, likely age-related quip and does not mention any risk, harm, or cost to anyone."
269,@gate_io ApeSport-- 2022's Hottest Presale | Our Last Token >$1B MC | Monster Partners | Presale-- Coming soon | Join us-- https--//t.co/h1WeDW9H33 | #ERC20 #Ethereum #Uniswap #Binance #nft #NFTdrop #Crypto #nfts #APE #APESPORT 8,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text is promoting a token pre-sale event, which does not directly describe a harm or significant cost to the author of the tweet or others.","No, because it’s a promotional tweet about a crypto token presale and does not describe any risk, danger, or potential harm/cost to the author or others."
270,Challenges bring changes...but only if we all work hard together for the complex social issues that plague us. #change #together https--//t.co/jujANnrhh4,"No, because the text does not describe a hazard or harm to the author of the tweet or others. It simply talks about challenges and the need for collective effort to address social issues.","No, because the text describes a general idea or opinion, not a specific risky or harmful event or situation that might impose harm or other costs on the author of the tweet or others.","No, because the tweet is a general motivational statement about working together on social issues and does not describe a specific harmful event, risk, or potential cost to anyone."
271,"Officials reveal death toll from apartment building fire following plane crash in Russia  At least three people died and 19 more were injured in a fire that was caused by a fighter jet crash in the town of Yeysk, emergency services have confirmed  https--//t.co/BsvRkSP82A https--//t.co/0uqog1aCJN","Yes, because the text describes a harm or other cost on the individuals involved in the apartment building fire and plane crash.","Yes, because the text describes a plane crash and apartment building fire with confirmed deaths and injuries, suggesting a clear harm to people.","Yes, because it reports a fighter jet crash and resulting apartment building fire that caused deaths and injuries, which are clear harms to people."
272,$AVA Everyone is Buying the Dip Right Now.Hoarding Shares--~ https--//t.co/XD5FQq93si,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a financial action that does not impose harm or significant cost to the author of the tweet or others.","No, because the tweet is simply expressing enthusiasm about buying a stock and “hoarding shares,” which describes market behavior but does not explicitly mention or describe a danger, injury, or other concrete harm or cost to the author or others."
273,"@djohnsonmsp 1) Currency is £ but it'll cost 10 Euros to buy one 2) Mortgages soaring so unaffordable whatever you're paid 3) The reserves were sold off long ago, £2 trillion in debt 4) A hard border at Stranraer but don’t worry, tech. 5) Austerity forever and NHS sold off  The Union in brief","Yes, because the text describes potential harm or significant costs to others, such as increasing currency exchange rates, unaffordable mortgages, high national debt, a hard border, continued austerity measures, and possible privatization of the NHS.","Yes, because the text describes potential economic harm and health risks (""NHS sold off"") that could impose costs on the author or others.","Yes, because it describes potential harms and costs to people: unaffordable mortgages, heavy national debt, a hard border causing disruption, austerity measures, and the selling off of the NHS."
274,@hotmamasnearyou ATTACK ON KINK ISKCKEKCKE such marketing,"No, because the text does not describe a hazard that could impose harm or other costs on the author of the tweet or on others.","No, because the text does not describe a situation that could impose harm or other costs on the author of the tweet or others.","No, because it appears to be reacting to a marketing phrase (“attack on kink”) rather than describing an actual event or condition that poses harm or cost to anyone."
275,And primordial impossible circumstances one faces. Procrastination is a sacred https--//t.co/D7WGx4TMT8,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text does not describe a specific event, action, or condition that could impose harm or other costs on the author of the tweet or on others. It seems to be more philosophical or metaphorical in nature.","No, because the tweet is vague and does not describe a specific harmful event, threat, or risk; mentioning procrastination and “impossible circumstances” doesn’t clearly indicate a hazard imposing harm or costs."
276,"@MonkeyButtzz @sigarettemom @CNNPolitics Then you're probably aware of Trumps Bedminster property's persistent bed bug problem...  Yet you refer to it as a ""five star"" hotel. face with tears of joyrolling on the floor laughingface with tears of joy","No, because the tweet is not describing a hazard that could impose harm or other costs on the author of the tweet or on others.","Yes, because the presence of bed bugs can possibly harm the inhabitants or guests of the property, leading to discomfort and potential health issues.","Yes, because it mentions a “persistent bed bug problem” at a hotel property, which is a pest/health hazard that can cause bites, discomfort, and financial costs (e.g., treatment, remediation) to guests and the establishment."
277,Don't miss the next move in a few hours.  https--//t.co/nDMgwRF6zP  $SPY $QQQ $AMZN $NVDA $BA $TSLA $BABA $AMD $AAPL $NFLX $TWTR $AAL $NIO $INO $OXY $CCL $FB $USO $DAL$TWLO $UGAZ $DIS $ROKU $TVIX $CRON $DJIA $SPX $TLRY $SQ $MSFT $GLD $BYND $SRNE $SPCE https--//t.co/gq0V0ykZ9o,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it’s a generic stock market promo urging attention to an upcoming move and listing tickers, without describing any explicit threat, injury, or harmful event."
278,He tires to court her and she in turn realizes and accepts feelings for him and in this version Mina chooses to be a vampire like him because she wants to be with him instead of running away or helping destroy him.,"No, this text does not describe a hazard as it is a description of a fictional scenario in a book or movie with no real-life harm or cost being imposed on the author of the tweet or on others.","No, because the text describes a fictional scenario that does not impose harm or any other significant cost to the author of the tweet or others.","No, because it’s a fictional plot description about a character choosing to become a vampire and does not describe a real-world harm or cost to the author or others."
279,"@4Livingtheory @MeanderingRhode @Imani_Barbarin I would love to be able to spend more time on sick every-organ lupus patients and mystery syndromes and less on stable RA checks. However, if patients aren't seeing a physician regularly (video may be ok for this) they could be missing out on disease-specific preventive care.","Yes, because the text describes a potential harm or cost on patients who may be missing out on disease-specific preventive care if they aren't seeing a physician regularly.","Yes, because the text describes a potential harm or cost to patients if they are not regularly checked by a physician. This could result in them missing out on necessary preventive care.","Yes, because it describes a risk that patients who don’t see a physician regularly could miss disease-specific preventive care, which can lead to harm."
280,"@rebecca_creator Hey, thank you for reaching out <3 I can get you access to our private creator network on discord where we put out a tonne of brand deals daily ,  You can enroll using the form https--//t.co/8PAJDbmJ1x  lmk if you need any help --)","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text is offering assistance and providing information with no indication of potential harm or significant cost to the author or others.","No. It’s an invitation to join a creator network via a sign-up link and doesn’t describe any danger, injury, or other cost to anyone."
281,"Riyadh is perplexed by accusations that the Kingdom is “standing with Russia,” Saudi Defense Minister Khalid bin Salman said on Saturday.","No, this text does not describe a hazard as it is simply reporting a statement made by the Saudi Defense Minister and does not imply any harm or cost to the author of the tweet or others.","No, because the text describes a statement made by the Saudi Defense Minister without mentioning any harm or significant cost to the author of the tweet or others.","No, because it’s a report of a political statement about accusations and does not describe any threat, risk, injury, or other cost to people."
282,"The fact that the final confrontation between Michael Myers and Laurie feels more like an afterthought in Ends, is a huge red flag lol face with tears of joy","No, because the text does not describe a hazard that could impose harm or other costs on the author of the tweet or on others.","No, because the text describes a viewer's opinion on a movie scene, which does not impose harm or cost on the author of the tweet or others.","No, because the tweet is a subjective critique of a movie’s storytelling. “Red flag” is used idiomatically to indicate poor quality, not an actual risk of harm or cost to people."
283,@alchemistrie and when did i say they’re gonna collapse you’re just making shit up in ur head and frowning face all we’re saying is that them being gone is gonna affect their gdp and it’s true woman shrugging: medium skin tone,"No, because the text does not describe a hazard that would impose harm or other costs on the author of the tweet or on others.","Yes, because the text suggests that the absence of a certain entity or group could negatively impact the GDP, implying potential economic harm or costs.","Yes, because it describes a negative economic impact (“them being gone is gonna affect their GDP”), which is a cost to others."
284,@CodyMil09426750 @HarleyMacneil @RobertCPadilla2 @AaronParnas majority of black voters went for biden; the qm sure they all appreciate your concern but maybe u should take a moment to listento their individual why of u trully r concerned,"No, this text does not describe a hazard. It is a response to a previous tweet discussing the preference of black voters for a political candidate and suggesting that the author should listen to their individual reasons for their choice. This does not describe any harm or significant cost to the author of the tweet or others.","No, because the text is discussing political opinions and voting patterns, which does not imply any harm or significant cost to the author of the tweet or others.","No, because the tweet discusses political opinions and suggests listening to voters’ reasons; it does not describe any harmful, dangerous, or costly situation."
285,@gooner145 He is dreadful. His hatred for us is plain for all to see and hear. And he puts on this posh voice. Honestly just do not give him the time of day,"Yes, because the text describes harm in the form of hatred and potentially negative actions towards the author of the tweet or others.","No, because the text is expressing a personal opinion about another person. Although negative, it does not suggest actual harm or cost to the person being referred to, the author of the tweet, or others.","No, because it’s just expressing dislike of someone and advising others to ignore him; it doesn’t describe any situation posing harm or significant cost to anyone."
286,Want to mint a #NFT but fees on $ETH are to high? https--//t.co/yqcRErreNF Check OUT CT where you can mint #NFT for few cents ninja Powered by.. $UBQ   #NFTCommunity #nftart #NFTcollection #NFTcollectibles  $SOL https--//t.co/ZcTudDQnba,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","Hazard: No, because it’s a promotional tweet about minting NFTs and mentions high Ethereum fees, which is a general market cost rather than a harmful or risky situation affecting the author or others."
287,@winyway Answer--12  @winyway   #diwaligiveaway #Diwali #astrology #fitness #careercounselor #ContestAlert #AmazonVoucher #onlinequiz #giveawayindia #anxiety #giveawayalert #contestgiveaway #socialmedia #facebook  Tag  @Gayathrimohan_  @coolkishore59  @vinodsapra86  @luckykarann @27_vins,"No, because the text does not describe a harm or other cost on the author of the tweet or on others.","No, because the text is about a giveaway event. There's no mention of harm or significant cost to the author of the tweet or others.","No, because it’s a response to a giveaway/quiz with hashtags and tags, and it doesn’t describe any harm or risk to the author or others."
288,None of us gets to choose most of the challenges we face in life,"No, because the text does not describe a harm or other cost on the author of the tweet or on others.","No, because the text is a general statement about life challenges but does not describe a specific harm or cost to the author of the tweet or others.","No, because it’s a general motivational statement and does not describe any specific risk, harm, or hazardous situation."
289,"@JohnFerry18 @SellarPeter Academics eh …  ‘The report focuses on trade costs and does not study other economic consequences of independence, such as changes in fiscal arrangements or Scotland’s currency’","No, because the text is discussing a report focusing on trade costs and not describing any harm or other costs imposed on the author of the tweet or others.","No, because the text is discussing an academic report and its scope, which does not pose any direct harm or significant cost to the author of the tweet or others.","Yes, because it references trade costs and other economic consequences of independence, which could impose financial costs or harm on people or institutions."
290,@revolut20 @artyfact_art @truepnl ApeSport-- 2022's Hottest Presale | Our Last Token >$1B MC | Monster Partners | Presale-- Coming soon | Join us-- https--//t.co/WS65DFtzcj | #ERC20 #Ethereum #Uniswap #Binance #nft #NFTdrop #Crypto #nfts #APE #APESPORT T,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, the text is promoting a cryptocurrency presale event. This is financial activity, while it can carry risk, it does not directly describe a hazard or a situation that could impose harm or cost to others.","No, because the tweet is a promotional message about a crypto token presale and does not describe any harm, risk, or threat to the author or others."
291,"purple heartwe are LIVE with my VERY first Twitch Partner streampurple heart  There will be giveaways (including $100 gift card & @CORSAIR prizes), marble chaos, partying & more!  You WONT want to miss it!  backhand index pointing righthttps--//t.co/famu6tJsygbackhand index pointing left  (like & share to get an extra entry into the Corsair giveaways!) https--//t.co/O0Dy06TnGb","No, because the text describes a promotional event with giveaways and prizes, with no harm or significant cost to the author of the tweet or others.","No, because the text describes a planned event or activity with no harm or significant cost to the author of the tweet or others.","No, because it’s a promotional announcement for a Twitch stream and giveaways, which does not describe any harm, risk, or significant cost to the author or others."
292,$ufo is set and ready for a run up https--//t.co/JWsimXqq0F,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it’s a stock/ticker promotion about a potential price increase and does not mention any harmful or risky event to people or property."
293,(ENG/ZA) Day 48-- CHAOS ON GTA PARKOUR NIGHT EVERY MONDAY !discord !xbox https--//t.co/U0HgElYhZf,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a game event, and it doesn't involve any real harm or significant cost to the author of the tweet or others.","Result: No, because it’s promoting an online gaming event (GTA parkour night). The word “chaos” appears to be playful/in-game and doesn’t indicate any real-world harm or cost."
294,"""ohh but look at what it did to the bakers and everyone in RE8"" BOO FUCKING HOO the mold has such a comparitively low death toll stop being a whiny bitch","Yes, because the text contains offensive language and dismisses the potential harm or distress caused by a mold in a video game, which could negatively impact the author of the tweet and others.","Yes, because the text indirectly refers to death toll which is a harm imposed on others.","Yes, because it discusses a “mold” that causes deaths—a harmful outcome—indicating a hazard, even though it’s in the fictional Resident Evil context."
295,"@KamalaHarris You’re thinking short term consequences, not the long-term.","No, this tweet does not describe a hazard. While it may imply that there could be negative consequences in the long-term, there is no direct harm or other cost mentioned in the tweet.","No, because the text does not specify any particular harm or cost to the author of the tweet or others.","No, because it’s a generic critique about considering long-term consequences and does not mention any specific harmful event, risk, or cost."
296,"To destroy fascism is not cancel culture-- It is common sense. Anyone questioning this is a supporter, sympathizer of fascism or simply a fascist.","No, this text does not describe a hazard. While it may provoke strong emotions or disagreements, it does not directly pose harm or other costs on the author of the tweet or others.","Yes, because the text implies potential harm or conflict with individuals expressing fascist views or sympathies.","Yes, because it advocates “destroying” a group (fascists) and labels dissenters as such, implying support for harmful or violent action against people, which poses a potential hazard."
297,"@richardgarvie @ianrobo1 I think in a sense it is or at least, Establishment figures such as Mountbatten. The Janner case went a long way before he died and Cyril Smith’s reputation was dashed posthumously, but when successive inquiries homed in relentlessly on Edward Heath everything got closed down.","Yes, because the text describes potential harm or other costs related to the reputation and legacy of Establishment figures such as Mountbatten.","No, because the text discusses historical events and actions of various figures, but does not involve or suggest any harm or cost to the author of the tweet or others.","Yes. The tweet discusses reputational harm (“Cyril Smith’s reputation was dashed posthumously”) and implies institutional cover-ups (“everything got closed down”), which suggests costs/harm to individuals’ reputations and to the public through obstructed inquiries."
298,@POTUS How dare you blame Republicans. YOU caused inflation,"No, because while it may be a contentious or critical tweet, it does not describe a hazard that could impose harm or other costs on the author of the tweet or on others.","No, because the text doesn't describe a direct harm or cost on the author of the tweet or others. It's a criticism, but not a hazard.","Yes, because it references inflation, which is an economic condition that imposes costs and harm (reduced purchasing power) on people; the tweet claims someone caused this harmful situation."
299,"@Samizdat24 @ChaseMadar @mattyglesias If dangerous enemies are building power and becoming increasingly aggressive, it's better to put up firm boundaries early than wait until you run out of leverage and all out war is the only option","Yes, because the text describes a potential harm or cost to the author of the tweet or others in the context of dangerous enemies becoming increasingly aggressive.","Yes, because the text implies a potential for violence or conflict which could result in harm or cost to individuals involved.","Yes, because it discusses the risk of escalating aggression and the possibility of “all out war,” which implies significant potential harm or cost to others."
300,"@MissMaren5 @MarcusBrooks07 @RollingStone I beg of you to understand George Floyd died from a Fentanyl overdose and the media lied to all of us, just like everything else. The media should be held accountable. Kayne speaks truth sorry if it hurts your feelings.","Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because the text describes potential harm or cost inflicted on others by the media spreading misinformation according to the author. It implies the possibility of social discord or conflict due to such misinformation.","Yes, because it describes a fatal fentanyl overdose (a harmful event) and calls for the media to be “held accountable,” implying potential harm or costs to others."
301,"@Henryjeromekni2 @TruthBiznich @ninaturner Not sure this is true. Floyd death also ended Chauvin's life. The agenda won the day. You got your conviction. Political figures that say Floyd's death is more important to the civil rights movement than MLK, is just a slap in the face to the black community.","Yes, because the text describes a harm or other cost on the author of the tweet or on others.","No, because the text is expressing an opinion or viewpoint on a previous event. It does not describe a present or future harm or cost to the author of the tweet or others.","Yes, because it references serious harm and costs to individuals and a community (the death of George Floyd, the claim that Chauvin’s life was “ended,” and a “slap in the face” to the Black community), which describe harms or hazards to others."
302,$GGPI Everyone is Buying the Dip Right Now.Hoarding Shares--~ https--//t.co/6Zcay8h2VH,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it simply discusses buying shares/market sentiment and does not describe any harm, danger, or risk to people."
303,Can you bet the over/under on arrests? https--//t.co/AwvJOVQLcR,"No, because the text does not describe a hazard that could impose harm or other costs on the author of the tweet or on others. It is simply asking a question about placing a bet on the number of arrests.","No, because the text is merely referring to placing a hypothetical bet on a situation which in itself does not describe the presence of any harm or cost to the author or others.","Yes, because it anticipates multiple arrests at an event, which implies legal harm and costs to the people who might be arrested."
304,What an beautiful idea Sir  Please take action on these officers immediately. Details of  complaints are alreday available with yr office. DTPE Gurugram Mr amit @dtcphry  Last 3 District registrar of Gurugram  time for some real action. @TOIGurgaon @HTGurgaon @thetribunechd https--//t.co/ee0VYmdaDf,"Yes, because the text is calling for action to be taken against specific individuals, which could potentially harm their reputation or career.","Yes, this text could potentially imply a hazard as it suggests complaints which could involve harm or cost are not being acted upon by the authorities.","No, because it’s a call for administrative/disciplinary action and references complaints, but it doesn’t describe any specific danger, harm, or risk to people."
305,Ahead is the active concern for the role model you An empire there isn't ے⁦نون⁩. The only loss    ك̷و̷د̶⁩ ⁦̸خ̷ص̸م̴⁩  .   is the best part https--//t.co/bXyKrSrZbh,"No, because the text does not describe a harm or other cost on the author of the tweet or on others.","No, because the text doesn't describe any harm or other cost to the author of the tweet or others. The meaning of the text is unclear, but it seems to be connected to non-hazardous topics.","No, because the tweet is vague/poetic and does not describe any specific threat, dangerous situation, or harmful behavior toward the author or others."
306,"Join leading network suppliers, @grainger, @InsightEnterprises,  @thermofisher Scientific, & Van Genechten at #SAPSpendConnectLive, as they discuss #supplychain disruption, economic repercussions, and the future of business. Register for the event--  https--//t.co/xeqQ6sJsON @SAP https--//t.co/rMmKuuf2lu","No, because the text describes an event that is informational and promotional in nature, with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others. It is simply an invitation to join a business event.","No, because it’s an event invitation that mentions discussing topics like supply chain disruption and economic repercussions in general, not a specific hazard or harm occurring to the author or others."
307,"@BNBCHAIN @cz_binance OMNIA coin A low cap ($3Mil MC) hidden gem #OmniaVerse a metaverse ecosystem, having launched its own blockchain #ApexBlockchain recently and with a lot more features and innovations. #SphynxApex #ApexBlockchain        https--//t.co/eQo4ptqhTo  https--//t.co/cEVb0AY25s","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text is merely providing information about a cryptocurrency, suggesting it as a promising investment. There is no direct or implied harm or significant cost to the author of the tweet or others.","No, because the text is a promotional message about a cryptocurrency/metaverse project and does not describe any harm, danger, or cost to the author or others."
308,@flipkartsupport 120 BC what is closely following up . To schedule a technician is taking more than 8 days . Sucks!! Seems it is more difficult than rocket science.Don’t make fool .#flipkartscam #FlipkartChorHai   #flipkartscam #FlipkartChorHai  #flipkartscam #FlipkartChorHai  #flipkartscam,"Yes, because the text describes a harm or other cost on the author of the tweet or on others. The delay in scheduling a technician for a product is causing frustration and inconvenience to the author of the tweet.","No, the text does not describe a hazard. This is an expression of frustration about customer service, but it does not suggest that harm or significant cost might result.","Yes, because it reports a prolonged delay in scheduling a technician, which imposes costs such as time loss and inconvenience on the user."
309,@kurogod5 sigh... i think twitter is having a crisis...  its probably just a glitch,"No, because the text describes a technical issue or glitch on Twitter, which is not a hazard imposing harm or cost on the author of the tweet or others.","No, because the text describes an inconvenience or glitch on Twitter, which doesn't cause significant harm or cost to the author of the tweet or others.","No, because it only mentions a possible platform glitch or “crisis” on Twitter and does not describe any specific harm or cost to the author or others."
310,The country is in crisis.  Millions of people have had mortgages down the drain and their private pensions nosedive.  This is the time for serious political debate as to how we get out of this mess not tit for tat mudslinging to score political brownie points. https--//t.co/PpbbfISI5e,"Yes, because the text describes a harm (financial crisis) that could impose costs on the author of the tweet or on others.","Yes, because the text describes a potential economic hazard. The crisis, the loss of mortgages, and decline in private pensions are all indications of financial harm which could impose significant costs on others.","Yes, because it describes significant economic harms—people losing money on mortgages and seeing private pensions fall—which impose costs on many individuals."
311,@422kit she literally went out of her way from portraying anything graphic or disturbing just to avoid potentially triggering people and people accuse it of glamorizing?,"No, because the text does not describe a hazard that could impose harm or other costs on the author of the tweet or on others.","No, because the text does not describe a situation or event that could impose harm or significant cost to the author of the tweet or others. It appears to be a discussion or comment on a third party's action or behavior.","Yes, because it references the potential for psychological harm (“triggering people”) from graphic or disturbing content, which is a hazard to others."
312,"Dad outright asked the doctor what would happen if he stopped doing the dialysis.  Dad Died, Then Mom by @MaliaArries is a recommended read  https--//t.co/EhVFLxWssY #memoir #caregiving #bookboost #bookrec #nnlbh https--//t.co/gTEFpBkOe6","Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because the text mentions the potential harm or cost of a serious health condition, that is, stopping dialysis can lead to death.","Yes, because it discusses stopping dialysis—a life-sustaining treatment—which poses severe health risks and can lead to death, and it mentions the deaths of the parents."
313,"@valdemings MAGA lies about fentanyl and fent deaths.    Under MAGA, fent smuggling (90% from China) increased and fent deaths increased by >3X.  Not a word or dime was spent on this crisis.    Biden has allocated $billions to stop Fentanyl, increased border seizures.    VOTE MAGA LIES OUT! https--//t.co/UyPb3Ibrzx","Yes, because the text describes a harm or other cost on others by emphasizing the dangers of fentanyl smuggling and deaths, and calls for action against those spreading misinformation.","Yes, because the text indirectly mentions a harm or othercost on others, specifically in the context of drug smuggling and related deaths.","Yes, because it describes fentanyl smuggling and overdose deaths—a public health crisis that causes significant harm and costs to people."
314,@PaulBrandITV @peterjukes I'm not a political genius but I foretold Truss would be a disaster and I've said that Hunt is now PM until they can shoehorn Mourdant in ....ffs its not rocket science..we're being conned again unamused face,"No, because the text does not describe a hazard that could impose harm or other costs on the author of the tweet or on others.","No, because the text is simply the author sharing their opinion on political figures and situations, which does not suggest any harm or significant cost to the author or others.","No. The tweet expresses a political opinion and frustration, alleging manipulation (“we’re being conned”), but it doesn’t describe a specific hazardous situation or concrete risk of harm or cost."
315,Russia says it launched major attack on Ukrainian infrastructure https--//t.co/s2Fr2PxQaA @TheDemocrats @DeptofDefense @SecBlinken  @POTUS @VP,"Yes, because the text describes a major attack on Ukrainian infrastructure, which could impose harm or costs on the author of the tweet or others.","Yes, because the text describes a major attack on Ukrainian infrastructure, which can potentially harm people or cause significant cost.","Yes, because it reports a “major attack on Ukrainian infrastructure,” which implies destruction, potential injuries or deaths, and significant societal and economic costs."
316,"characters arrre King of despair from Kekkai Sensen, BEAST!Atsushi Nakajima (no not the regualer BSD one fuck that one), Chuuya (BSD again and i could explain Why he's here and also couldn't)  aaand Lacus Welt from OnS","No, this text does not describe a hazard. It is simply a description of characters from various anime series and does not imply any harm or cost to the author of the tweet or others.","No, because the text is discussing characters from various shows and does not describe any harm or significant cost to the author of the tweet or others.","No, because the text is simply listing fictional characters (with some casual profanity) and does not describe any dangerous situation, threat, injury, or other potential harm or cost to anyone."
317,Apparently there is a twitter kerfluffle over someone snuggling their beloved pet bird dying of avian influenza and my only input is birds are disgusting and they always come up in the infectious disease portion of the medical boards for a reason.,"No, this tweet does not describe a hazard. It is simply expressing an opinion about birds and infectious diseases without causing harm or other costs to the author of the tweet or others.","Yes, because the text describes avian influenza, a potential hazard to humans and especially to someone snuggling with a bird diagnosed with it.","Yes, because it describes close contact with a bird dying of avian influenza, which poses a clear risk of disease transmission and harm to the person and potentially others."
318,What  country are u living in Biden is a total disaster and has accomplished nothing for the Americans. And we don’t need him in FL. Crist not Demmings will win @PressSec @potus,"Yes, because the text implies potential political unrest or discord which could lead to harm or other costs for the author of the tweet or others.","No, because the text is expressing a political opinion and does not describe a hazard, which could impose harm or other costs on the author of the tweet or others.","No, because it’s a political opinion and election prediction, not a description of a harmful event, risk, or cost to anyone."
319,palm treesnowflakepalm treesnowflakepalm treesnowflakepalm treesnowflakepalm treesnowflakepalm treesnowflakepalm treesnowflake Come and beat hump day with an inter project quiz hosted by these two goofballs.   https--//t.co/dD3Qfg2ZbV #XRP #XRPLcommunity #XRParmy #XRPCommunity #NFTCommunity #nftarti̇sts #XRPLedger  #NFTGiveaway #NFTfamily #Quiz https--//t.co/egXvtaoQxN,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event, specifically an online quiz, with no harm or significant cost to the author of the tweet or others.","No, because it simply promotes an inter-project quiz/NFT giveaway and does not mention any danger, harm, or risky behavior."
320,"@averyweston @RAZ0RFIST Three is the only one I've played till finish And dare I say is the only decent one story wise , is a simple cold War thriller about undoin a fuck up your former mentor did to avoid nuclear armagedom and stopin a warmonger in a giant robot","No, because the text does not describe a hazard. It is simply a discussion about a video game with no mention of harm or significant cost to the author of the tweet or others.","Yes, because the text describes a scenario (nuclear armageddon) that could pose harm to people.","Yes, because it describes the threat of catastrophic harm (nuclear armageddon and violent conflict), even though it’s within a fictional game’s plot."
321,90% of campus sexual assaults are committed by perpetrators that the survivor knows . Imagine this is your cousin. Visit https--//t.co/QCVoiDZcED for more information.,"Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because the text describes a major safety issue (sexual assaults) that imposes harm on others.","Yes, because it discusses the risk of campus sexual assault—a harmful event that poses danger and significant costs to individuals—and highlights that perpetrators are often known to the survivor, indicating a clear hazard to others."
322,"@Jeremiah_o_ @Oliveresuana But they dont actually attack their manager and players, they dont insult them neither do they slander then. Stupid toxic Umited fans do all that. Infact we pit our players against eachother, we keep comoaring them as though they are not a team, we are a toxic and stupud fan base","Yes, because the text describes harm or cost in the form of insults, slander, and toxic behavior towards players and managers by certain fans.","Yes, because the text describes a potential emotional harm in the context of fans attacking and insulting their manager and players. This scenario could potentially generate harm or other forms of cost to those involved.","Yes, because it describes harmful conduct—attacking, insulting, and slandering managers and players—which can impose social, psychological, and reputational costs on others."
323,"@iheartracism @BodoZodo @3_kiko @RothbardsI @ninaturner President Trump warned us about shutting down America, 2 Weeks to flatten the curve, and the devastation it would have on our economy. Florida stayed open and suffered NO Negative Economy downfall","Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because the text describes the potential economic harm that could be experienced due to shutting down the nation due to the pandemic. It implies that such a move could impose costs on many people.","Yes, because it describes potential economic devastation from shutting down America, which is a harm/cost to others."
